contrast_0,homogeneity_0,correlation_0,contrast_45,contrast_90,label
1093.1880208333332,0.3533316819581726,-19852.720748576565,1184.9121054309703,874.995625,A
1162.3096842105265,0.3328986876337679,-20120.23504591109,1301.5992838541663,971.8208421052632,A
461.5713131313131,0.4252640171063367,-19676.56417175865,694.1458014488318,364.8261616161616,A
944.2563265306125,0.3626188924831647,-19938.388736070887,694.1458014488318,778.2877551020408,A
1183.8407216494847,0.3349300235966362,-20206.97321040948,1186.19491878384,979.1419587628866,A
1418.3478125,0.3158909546701196,-20480.78303230732,1456.377510893825,1152.886354166667,A
1540.9556842105264,0.294672709745811,-20756.520669317437,1590.189236111111,1269.393157894737,A
437.2936363636363,0.4179566043335181,-19536.54219931309,668.626874808693,353.079494949495,A
890.9692857142857,0.3613210938979037,-19794.481518107856,668.626874808693,762.1185714285715,A
1099.6515463917524,0.3390630271810332,-20060.329405454984,1137.805185339442,961.8048453608249,A
1313.9064583333331,0.3149342820367451,-20332.60982334362,1407.9884153470082,1131.49375,A
1435.4674736842103,0.2940576294088973,-20609.53120855287,1553.0970052083337,1234.0834736842105,A
473.70696969696974,0.3897272114606705,-20311.158195049546,711.674012855831,392.4351515151515,A
987.8922448979592,0.3328422541169256,-20577.9915159956,711.674012855831,832.2916326530611,A
1225.092577319588,0.3074073246205986,-20853.95870627788,1220.8159100374844,1038.475567010309,A
1440.0004166666668,0.2807509335127711,-21136.50919069888,1498.9045594643428,1220.7751041666668,A
1557.6742105263158,0.2637494177439428,-21422.072639579503,1645.8291015624998,1345.4446315789476,A
378.0015151515152,0.4464577765023758,-19595.935436270596,553.1129476584022,295.3075757575758,A
784.4951020408166,0.3873757202968155,-19853.49345152394,553.1129476584022,622.7652040816328,A
984.3841237113404,0.3671873345714602,-20119.73932877765,949.1512911286964,774.3150515463918,A
1165.4631250000002,0.3427859624871416,-20391.45385926081,1160.679987246254,913.7002083333332,A
1265.838105263158,0.3241085312934317,-20667.349361201206,1276.0190972222224,1013.750105263158,A
415.6606060606061,0.4108465015883514,-19829.268494223805,652.5306601367208,347.6734343434344,A
848.8411224489797,0.3535047973055108,-20089.768167683415,652.5306601367208,722.5674489795919,A
1053.362474226804,0.3224922520061645,-20357.78681128898,1100.277800916285,889.6436082474228,A
1252.195416666667,0.3027821985893106,-20626.3919946615,1312.9362312679352,1049.1628124999995,A
1366.0793684210528,0.2898274085130033,-20901.256052539487,1434.1300998263887,1148.2395789473685,A
559.3698989898991,0.4794678530735922,-16178.95718871713,824.9485766758494,427.5269696969697,A
1115.9159183673469,0.4424088268345654,-16385.579769454147,824.9485766758494,889.6493877551021,A
1334.496701030928,0.4157341622080765,-16597.384098734598,1432.579758433986,1116.0854639175257,A
1581.3330208333334,0.3965624733321161,-16814.61446975332,1724.9054097141038,1346.0422916666669,A
1749.6496842105266,0.3766124300828771,-17037.31000376981,1900.7982855902776,1494.9958947368425,A
492.6930303030303,0.4268272153787238,-19381.125869534877,748.7069686766656,346.3038383838384,A
1014.3008163265308,0.3679765257895178,-19635.846783837987,748.7069686766656,773.0322448979592,A
1245.2198969072167,0.3410038223333142,-19896.92604614905,1321.0297792586423,1014.3730927835052,A
1435.129375,0.3197026804546675,-20165.07192529123,1639.4405356573493,1218.4243750000005,A
1534.434947368421,0.297629668084075,-20439.12279749813,1790.675130208333,1345.4152631578947,A
387.3155555555556,0.4534604371551055,-18411.91964237853,631.9054178145087,296.6485858585858,A
801.9004081632653,0.3926759574237389,-18653.55376732213,631.9054178145087,631.511224489796,A
982.9407216494844,0.3636664844343029,-18900.94162988484,1080.7042898792172,797.1928865979382,A
1139.8107291666668,0.3355441352926275,-19151.406036348013,1317.5438410032946,940.8109375,A
1224.3458947368422,0.3186148823480909,-19406.05409662797,1435.3728298611109,1028.2667368421053,A
456.5545454545455,0.4305361731940001,-19537.3013822898,706.7191102948677,318.72202020202025,A
954.7518367346938,0.3711499219930705,-19797.182575663606,706.7191102948677,686.7133673469389,A
1155.4560824742268,0.3428229431588332,-20063.880194403875,1227.647126197418,894.7850515463917,A
1324.6642708333331,0.3196419444379792,-20337.334741926064,1515.615793389308,1083.026770833333,A
1417.3247368421053,0.3012684031576276,-20617.4602524688,1654.8561197916663,1204.074105263158,A
478.0747474747474,0.4101932393868008,-20204.597723954183,743.5020916233037,339.6626262626262,A
968.7571428571428,0.3524068779176775,-20473.85369328073,743.5020916233037,729.9126530612245,A
1185.0955670103092,0.3245351240293531,-20751.06420584767,1278.5645564348188,933.68,A
1385.0310416666669,0.3006630565283991,-21035.21726549483,1574.360399617388,1104.2257291666667,A
1477.4064210526317,0.2823791181065967,-21324.8724756008,1720.854275173611,1208.2986315789476,A
530.228181818182,0.3893518798662831,-20567.21957110488,859.8221610039791,413.29575757575753,A
1110.649387755102,0.3312099357314651,-20837.626225833104,859.8221610039791,877.6439795918367,A
1360.8773195876288,0.3026102404092716,-21118.109349239618,1474.8245522698876,1101.730618556701,A
1575.5034375000002,0.2773825388952556,-21406.132771990346,1792.1248804336276,1313.8206249999998,A
1697.6761052631582,0.25761000891233,-21697.511860926938,1969.3358289930552,1435.7410526315791,A
495.8721212121212,0.4041410892053966,-20761.1247114165,756.9161310070401,365.0647474747475,A
1017.8561224489796,0.3414936255885474,-21036.129537270408,756.9161310070401,757.7759183673469,A
1226.3517525773198,0.3108015641370306,-21318.75741780302,1285.994377342774,942.0215463917526,A
1442.3016666666672,0.2909576558356998,-21602.524397537494,1618.857583165055,1134.2498958333333,A
1574.592315789474,0.2739049983238663,-21891.950896596016,1798.6272786458337,1246.3663157894737,A
557.0986868686867,0.4065475571809654,-19780.090356239198,831.3712886440159,381.6548484848485,A
1129.2773469387755,0.3465299791490709,-20037.690808977288,831.3712886440159,807.3352040816327,A
1390.342886597938,0.3197713415365671,-20302.791239737304,1438.5548729695963,1023.0622680412372,A
1666.9728125000004,0.2948944235525321,-20570.1932678946,1814.9301732383888,1219.8488541666666,A
1819.4936842105265,0.2779161313283438,-20844.853672262343,2041.169921875,1358.0785263157898,A
434.90717171717176,0.4292325427574354,-20217.74315273368,615.3971023364962,268.11414141414144,A
881.0906122448981,0.3655451327806481,-20486.234893859146,615.3971023364962,583.2322448979592,A
1079.132577319588,0.3363462987212565,-20762.71016770258,1062.109954185756,731.3182474226803,A
1282.9771875,0.3104908138238577,-21044.803707343475,1328.1758954192794,862.1313541666668,A
1375.8606315789475,0.2932841138868517,-21333.949525282576,1469.2076822916663,957.6666315789472,A
574.7154545454545,0.4027353812426187,-20892.1560058562,849.6446280991735,393.3012121212122,A
1138.239285714286,0.3413589152759776,-21172.07837168883,849.6446280991735,831.6658163265307,A
1402.387525773196,0.3123800069211224,-21459.813468662414,1435.228862973761,1042.3705154639176,A
1659.4901041666665,0.2893823241986621,-21752.698856131738,1783.6115421405038,1250.179479166667,A
1795.198842105263,0.2747898902791209,-22049.93301891145,1996.3721788194443,1395.8234736842107,A
596.8556565656565,0.3992191320768301,-19987.13374827982,896.7828792980307,417.45414141414136,A
1197.836632653061,0.3386643269295542,-20247.795026260665,896.7828792980307,869.9853061224491,A
1468.8096907216495,0.3125760280783525,-20516.912889978637,1518.4434610578926,1090.658969072165,A
1762.0094791666666,0.2913991353462969,-20791.310487049173,1899.544053565735,1303.2793750000003,A
1909.7250526315788,0.2744166948849648,-21071.72699135426,2103.5743272569443,1437.521894736842,A
596.9674747474747,0.4591193172005006,-17902.491991758518,886.4914804611774,455.6619191919192,A
1212.2232653061228,0.4091859525187873,-18135.99967779387,886.4914804611774,942.1614285714286,A
1472.2284536082475,0.3821248314570463,-18375.50853039005,1501.743856726364,1181.8954639175258,A
1724.1875,0.3588367883429833,-18620.87462584427,1793.2670847061324,1435.1182291666669,A
1864.468105263158,0.3364032488917545,-18871.87924581631,1975.088650173611,1605.333368421053,A
655.1083838383837,0.3735300956320572,-22541.06951461219,906.4946434037344,336.4239393939393,A
1252.311632653061,0.3066361500198513,-22845.001061236348,906.4946434037344,735.800918367347,A
1516.294432989691,0.2833925662839116,-23161.26662535493,1474.7093919200336,939.7952577319588,A
1833.3040625,0.264219944218414,-23484.65873691945,1849.9825698799016,1099.3519791666668,A
1973.592105263158,0.2434830617780924,-23813.00418680102,2073.5642361111118,1200.2633684210527,A
861.4001010101011,0.3563855663914055,-22449.451414859785,1217.1432506887052,449.97515151515154,A
1653.604693877551,0.2989144131833876,-22755.723532513308,1217.1432506887052,987.746836734694,A
2012.1989690721653,0.2676391922201959,-23069.65596542624,1978.457830070804,1267.302886597938,A
2441.3598958333337,0.2489767031403799,-23392.01857887419,2472.4659368689554,1478.146875,A
2639.122631578947,0.2340024399104582,-23718.40628903698,2774.035047743056,1605.9294736842107,A
669.0212121212121,0.3648189889093445,-22314.94097964153,929.4949494949494,324.20262626262627,A
1290.7576530612246,0.3059063235383623,-22616.348625589897,929.4949494949494,728.8398979591838,A
1568.2910309278348,0.2770254059358251,-22927.368950144504,1533.985422740525,934.6479381443298,A
1899.0109375000004,0.2539823865670061,-23242.59590531584,1914.4867679880963,1098.296979166667,A
2042.3732631578948,0.2381335870311711,-23562.55981168916,2141.3385416666665,1214.833052631579,A
702.0649494949495,0.3901150431709373,-21887.20608441352,938.001530456076,354.2276767676767,A
1292.148163265306,0.3299748006955874,-22185.96255985781,938.001530456076,773.11,A
1564.75587628866,0.3019534575595596,-22492.064116203404,1497.9412744689712,986.2719587628866,A
1889.5038541666663,0.2792313185204039,-22805.66098314026,1853.32362631523,1167.9709375000002,A
2041.1781052631584,0.2590260196539913,-23124.87318393539,2064.7081163194443,1277.1483157894738,A
775.399898989899,0.3740810429654324,-22094.597731644197,1053.684930109173,390.9378787878788,A
1493.894591836735,0.3179384846834106,-22394.506312490663,1053.684930109173,855.0803061224491,A
1816.4339175257733,0.2909787203707691,-22699.94285442156,1730.152436484798,1075.7632989690724,A
2195.3584375000005,0.2724154822698776,-23010.70034934658,2124.424380911893,1261.2386458333335,A
2369.235473684211,0.2552098011695498,-23325.96395653858,2381.2387152777774,1381.6902105263162,A
399.6254545454546,0.4830467635392945,-16762.82200697005,637.4562799714315,301.7152525252525,A
821.969387755102,0.4201335109140045,-16978.468963015934,637.4562799714315,652.5063265306121,A
